Calidad,Ciudad,Complemento,Costo Fijo,Costo Variable por  {size1Alias},Código de la Ubicación,Código Postal,Descripción,Dirección,Distrito,Días de Entrega,Email,Estado,Fecha de Geocodificación,Fecha de la última modificación,Habilitado,Huso horario,ID de Tax,Instrucciones,Latitud,Longitud,Organización,Pais,Radio de Entrega,Tel. 1,Tel. 2,Tiempo de Servicio Fijo con ayudante,Tiempo de Servicio Fijo sin ayudante,Tiempo de Servicio Variable con ayudante,Tiempo de Servicio Variable sin ayudante,Tiene Geocerca,Tipo,Tipos de Tiempo de Servicio,Tipos de Ventana de Servicio,Última modificación por,id
,,,,,0610036101,,JESUS FILOMENO PACHECO QUEVEDO,FRESNOS 24 36119 SILAO,,"S,M,W,F,S",,,,2023-03-28 01:34:12,true,,,,20.96192611,-101.4257431,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmresequence,1135101
,,,,,0600600249,,JUAN RANGEL GUADIAN,JIMENEZ 22 36200 ROMITA,,"S,T,R,S",,,,2022-05-19 21:20:02,true,,,,20.87006821,-101.5197458,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1135110
,,,,,0620218145,,JESUS ARMANDO GRANADOS CADENAS,CALLE PORL MIGUEL ALEMAN 8 36159 SILAO DE LA VICTORIA,,"S,T,R,F,S",,,,2024-10-16 00:32:55,true,,,,20.93618115,-101.4273528,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1135118
,,,,,0600506349,,OCTAVIO SANCHEZ GAYTAN,AV SAN FRANCISCO 17 0 17 0 36250 UANAJUATO,,"S,T,R,S",,,,2022-05-19 21:20:02,true,,,,20.96845562,-101.2868609,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1135140
,,,,,0620064576,,ELVIRA CISNEROS VILLEGAS,CALLE SAN PEDRO 14 36200 Romita,,"S,T,W,R,F,S",,,,2022-05-19 21:20:02,true,,,,20.88342281,-101.5163326,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1135150
,,,,,0620221503,,JUANA RANGEL MOLINA,CARRETERA SILAO-TREJO KM4 36100 SILAO DE LA VICTORIA,,"S,M,W,R,F,S",,,,2022-05-19 21:20:02,true,,,,20.9023759,-101.4295005,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1135161
MANUAL,,,,,0620125054,,COMEDOR CONDUMEX,CALLE MARTE 201 37610 SAN FELIPE,,"S,T,W,F,S",,,2024-04-01 17:04:42,2024-05-30 01:17:53,true,,,,21.470292730130012,-101.21866106954259,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1139141
,,,,,0620173563,,LUZ ADRIANA VALDIVIA FUENTES,CALLE GUERRERO 12 36283 SILAO DE LA VICTORIA,,"S,T,W,R,F,S",,,,2022-05-19 21:20:35,true,,,,20.9264541,-101.484923,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1139157
,,,,,0620073193,,JUAN CARLOS GASCA RAMIREZ,CANDIDO NAVARRO 43 B 36280 ROMITA,,"S,M,T,W,R,F",,,,2024-10-19 01:36:37,true,,,,20.90322362,-101.4766526,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1139177
,,,,,0620071764,,MARIA D JESUS PALOMINO PALACIO,GUANAJUATITO 45 37630 OCAMPO,,"S,M,W,R,F",,,,2022-05-19 21:20:32,true,,,,21.48149972,-101.5411788,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1139190
,,,,,0600500940,,LUPILLOS SILAO,PROLONG. ALVARO OBREGÓN 247 NT 36100 SILAO,,"S,M,T,R,S",,,,2025-01-24 00:22:22,true,,,,20.95286826,-101.4369344,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1139192
,,,,,0620153520,,,,,0,,,,2023-01-11 11:01:57,false,,,,,,Distribuidora Silao,,0.049,,,,,,,false,Default,,,gmresequence,1139274
,,,,,0600501669,,ABARROTES EL ORIGEN,2 DE NOVIEMBRE 88 36270 SILAO,,"S,M,W,F,S",,,,2025-02-11 05:54:01,true,,,,20.98516234,-101.4960573,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1139287
,,,,,0600501815,,FRANCISCO VENEGAS SANCHEZ,CALLE CERCA DE LA IGLESIA 60 36270 SILAO,,"S,T,R,S",,,,2024-10-16 00:37:39,true,,,,21.0075152,-101.4375924,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1139328
,,,,,0620186227,,TERESA PALAFOX,CALLE LA PRESITA 18 36250 GUANAJUATO,,"S,M,T,W,F,S",,,,2024-10-23 23:04:14,true,,,,20.93031207,-101.2734493,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1139342
,,,,,0610137690,,YOLANDA MATA FERNÁNDEZ,RIO PAPALOAPAN 50 36100 SILAO,,"S,M,W,F",,,,2022-05-19 21:20:32,true,,,,20.94905698,-101.4416515,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1139343
,,,,,0620223196,,MARCELA PEREZ,CALLE EUCALIPTOS 176 36250 GUANAJUATO,,"S,M,W,R,F",,,,2024-10-15 00:22:08,true,,,,20.95476212,-101.2774437,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1139391
,,,,,0620198691,,FATIMA AGUAYO,CALLE PRINCIPAL SN 36264 GUANAJUATO,,"S,M,T,W,F,S",,,,2022-05-19 21:20:35,true,,,,20.9082176,-101.2676771,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1139397
,,,,,0600502048,,ANA MARIA YEBRAS PACHECO,CALLE REAL 11 36800 IRAPUATO,,"S,M,T,R,F,S",,,,2024-01-03 01:00:27,true,,,,20.82764557,-101.3476489,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1139405
,,,,,0620161629,,MARIA GIOVANNA CAUDILLO,CALLE NTRA SEÑORA DE SAN JUAN 36118 SILAO DE LA VICTORIA,,"S,M,T,W,F,S",,,,2022-05-19 21:20:35,true,,,,20.93556121,-101.4201186,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1139413
,,,,,0600503323,,OXXO SILAO,LUIS H. DUCOING 103-A 36100 SILAO,,"S,M,T,R,S",,,,2024-04-10 01:55:43,true,,,,20.95439253,-101.4251296,Distribuidora Silao,MX,0.1,,,,,,,false,Default,,,gmtmproot,1139419
,,,,,0610083631,,TERESA SILVA FERRER,PINOS SUAREZ 78 A 36100 SILAO,,"S,M,W,F",,,,2024-10-16 23:05:55,true,,,,20.94523066,-101.4333993,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1139435
,,,,,0620204606,,MARIA LETICIA PIÑON GUERRERO,CALLE NIÑO ARTILLERO 215 37600 SAN FELIPE,,"S,M,W,R,F,S",,,,2022-05-19 21:20:36,true,,,,21.47174881,-101.2224996,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1139438
MANUAL,,,,,0610164097,,HOTEL LA GARITA,CARRETERA COL LA GARITA VALENC 36240 Guanajuato,,"M,T,W,R,S",,,2021-11-16 12:24:09,2022-05-19 21:20:35,true,,,,21.041266,-101.2602657,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1139464
,,,,,0620034782,,ROSA MARIA TORRES LUNA,CJON. DEL MUERTO 16 36000 GUANAJUATO,,"S,M,W,F",,,,2022-05-19 21:20:36,true,,,,21.02281869,-101.2592078,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1139480
,,,,,0620110739,,CARLOS EMMANUEL GONZALEZ VARGA,PRIV. VARGAS 7 36200 ROMITA,,"S,M,T,R,S",,,,2022-05-19 21:20:36,true,,,,20.87879719,-101.503639,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1139494
,,,,,0620204776,,PUESTO LEÑA 1,CALLE CUBILETE 1 36270 SILAO DE LA VICTORIA,,"S,M,W,R,F",,,,2022-05-19 21:20:33,true,,,,21.01324858,-101.3692855,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1139540
,,,,,0620183957,,MARIA ANGELICA,CALLE 16 DE SEPTIEMBRE 125 A 36100 SILAO DE LA VICTORIA,,"S,M,T,R,F,S",,,,2024-10-16 00:32:42,true,,,,20.89772494,-101.397464,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1139565
,,,,,0620200663,,JESUS ALBERTO SANTIAGO SANCHEZ,CALLE CAMINO A FRANCO 19 36126 SILAO DE LA VICTORIA,,"S,M,W,R,F",,,,2022-05-19 21:20:37,true,,,,20.94512444,-101.4454614,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1139566
,,,,,0620191324,,ANA MARIA LOPEZ,CARRETERA GTO A JUVENTINO RO K 36250 GUANAJUATO,,"S,M,W,R,F",,,,2024-10-15 00:22:23,true,,,,20.97421485,-101.280018,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1139567
,,,,,0620161425,,JUAN PALACIOS MACHUCA,CALLE 14 DE FEBRERO 108 36273 SILAO DE LA VICTORIA,,"S,M,W,F,S",,,,2022-05-19 21:20:35,true,,,,20.98565244,-101.4966973,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1139589
,,,,,0600505858,,LEONARDO ZAMARRIPA GARCIA,CALLE PRINCIPAL 15 36280 SILAO DE LA VICTORIA,,"S,M,W,F,S",,,,2022-05-05 00:26:44,true,,,,20.87088751,-101.440656,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1139590
,,,,,0620019798,,MARIA DE LOS ANGELES ALBA SALA,HIDALGO 5 37610 SAN FELIPE,,"S,M,W,R,S",,,,2022-05-19 21:20:26,true,,,,21.23701526,-101.1167528,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1138087
,,,,,0620222333,,EL MIL AMORES,CARRETERA CUBILETE SN 36270 SILAO DE LA VICTORIA,,"S,M,T,W,R,F",,,,2022-05-19 21:20:25,true,,,,21.00578425,-101.3699179,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1138105
,,,,,0600600118,,YADIRA DEL ROCIO MARTINEZ MEND,MDO BENITO JUAREZ LOCAL 5 36200 ROMITA,,"S,M,W,F,S",,,,2022-05-19 21:20:25,true,,,,20.87296944,-101.5177108,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1138108
,,,,,0600401979,,ABARROTES RODRIGUEZ,CALLE EMILIANO ZAPATA S/N 36256 GUANAJUATO,,"S,T,R,S",,,,2022-05-19 21:20:27,true,,,,20.89658054,-101.1924332,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1138109
,,,,,0620123019,,ANGEL MACIEL MANRIQUEZ,MAYA 7 A 36100 SILAO,,"S,M,W,F",,,,2024-10-15 00:22:29,true,,,,20.939205,-101.42156,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1138115
,,,,,0620222649,,WDS 6563 PLAZA POZUELOS,BLVD POZUELOS S/N 36080 SILAO,,"S,M,T,R,F,S",,,,2023-03-31 05:16:11,true,,,,21.01334524,-101.2619122,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmresequence,1138160
,,,,,0620213035,,ESTEBAN PADRON LOZANO,CALLE HOYOS COLORADOS SN 36000 GUANAJUATO,,"S,M,W,F",,,,2022-05-19 21:20:26,true,,,,21.01347145,-101.2651323,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1138162
,,,,,0620023801,,ANA CARINA SANSON RAMIREZ,ALVARO OBREGON 39 36200 ROMITA,,"S,M,W,F",,,,2022-05-19 21:20:28,true,,,,20.87468232,-101.5169337,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1138194
,,,,,0600504024,,SARA DURAN TREJO,MONSEÑOR ANTONIO FUNES 12 36270 SILAO,,"S,M,W,F,S",,,,2024-10-15 00:21:56,true,,,,20.97550017,-101.4499492,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1138204
,,,,,0620187675,,HAZIEL ALBERTO FLORES BONILLA,PRIVADA BLVD BUENAVILLA 23 36170 SILAO DE LA VICTORIA,,"S,T,W,R,S",,,,2022-05-19 21:20:27,true,,,,20.92814396,-101.4307544,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1138222
,,,,,0620102156,,MA CONCEPCION DELEGADO HERNAND,LOS LAVADEROS 32 36270 SILAO,,"S,M,T,W,F",,,,2024-12-28 02:03:07,true,,,,20.98150822,-101.3749183,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1138293
MANUAL,,,,,0610166229,,DANIEL DIOSDADO MUÑOZ,CALLE PASTITA 114 36000 GUANAJUATO,,"S,T,R,S",,,2021-09-16 10:50:26,2023-12-07 01:25:45,true,,,,21.0111733,-101.2459331,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1138296
,,,,,0620117185,,MIGUEL ANGEL ESTRADA DOMINGUEZ,PROL. SOLEDAD 501 37600 SAN FELIPE,,"S,T,R,S",,,,2022-05-19 21:20:26,true,,,,21.478528,-101.2217608,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1138298
,,,,,0620159742,,MA ELENA MALDONADO HERNANDEZ,CALLE CAOBA 104 36000 GUANAJUATO,,"S,M,T,W,F",,,,2022-05-19 21:20:27,true,,,,20.90411034,-101.5237724,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1138323
,,,,,0620158352,,MA DEL SOCORRO MARTINEZ CERVAN,CALLE POETAS 55 36127 SILAO DE LA VICTORIA,,"S,M,W,F",,,,2022-05-19 21:20:27,true,,,,20.94979932,-101.4374164,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1138324
,,,,,0620156605,,MA DE JESUS PEREZ FERNANDEZ,CALLE AZUCENA 3 36270 SILAO DE LA VICTORIA,,"S,M,W,R,F",,,,2024-12-28 02:02:44,true,,,,20.98543197,-101.5304343,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1138329
,,,,,0620218222,,HOTEL CORAZON MEXICANO,CALLE CARRETERA PAN TR CARRIZO 36000 GUANAJUATO,,"S,M,T,W,R,F",,,,2022-05-19 21:20:27,true,,,,21.03162781,-101.2586364,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1138346
,,,,,0600502825,,ANTONIO ALVAREZ,RAUL BAILLLERES S/N 36000 SILAO,,"S,M,W,F",,,,2023-10-31 00:50:22,true,,,,20.94796455,-101.4146147,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1138352
,,,,,0600903399,,FRANCISCA ROBLEDO CARMONA,JUAREZ S/N 37640 OCAMPO,,"S,T,W,R,F,S",,,,2022-05-19 21:20:29,true,,,,21.53453534,-101.3806766,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1138353
,,,,,0620072463,,CARLOS ABEL CAMACHO TORRES,CALLE JON DE LOS RAMIREZ 7 36294 SILAO DE LA VICTORIA,,"S,T,R,S",,,,2024-10-13 23:10:52,true,,,,20.88381728,-101.4375234,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1138431
,,,,,0620221502,,ARNULFO RENE HERNANDEZ VELA,BOULEVARD GTO 39 B 36000 GUANAJUATO,,"S,F",,,,2022-05-19 21:20:30,true,,,,21.0098969,-101.2531472,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1138434
,,,,,0620222157,,NAVARRO GARCIA JUAN,CALLE PROL. PEÑARANDA SN 36200 ROMITA,,,,,,2022-05-19 21:20:29,true,,,,20.8797298,-101.5157597,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1138435
,,,,,0600501437,,ELVIRA MEDINA ARREDONDO,CALLE EJIDO LUCERO DE RAMALES 36280 SILAO DE LA VICTORIA,,"S,M,W,R,F",,,,2024-12-17 01:37:26,true,,,,20.9248289,-101.4590274,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1138444
,,,,,0620072115,,MARIA GRACIELA FLORES IBARRA,DOM. CONOCIDO S/N 37630 OCAMPO,,"S,M,T,W,R,F",,,,2022-05-19 21:20:29,true,,,,21.47395418,-101.4725571,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1138446
,,,,,0620220126,,LONCHERIA CAMARILLO,CALLE SAN IGNACIO DEL PUERTECI 36243 GUANAJUATO,,"S,M,T,W,R,F",,,,2022-05-19 21:20:58,true,,,,21.05667014,-101.3245685,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1142281
,,,,,0620216464,,FRANCISCA RODRIGUEZ,CALLE LEON 62 36132 SILAO DE LA VICTORIA,,,,,,2022-05-19 21:20:53,true,,,,20.95376833,-101.4002067,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1142284
,,,,,0600503825,,PEDRO ZACARIAS GONZALEZ,CALLE PROLON PEÑARANDA 34 36200 ROMITA,,"S,M,W,F",,,,2022-05-19 21:20:53,true,,,,20.88073031,-101.5157544,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1142329
,,,,,0620139012,,OLIVIA GARCIA ELIAS,ALAMOS 25 36276 SILAO,,"S,M,W,F",,,,2024-10-13 23:11:07,true,,,,20.98794058,-101.4552734,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1142334
,,,,,0620197321,,DESARROLLO DEFRANQUISIAS,BOULEVARD EUQUERIO GUERRERO LO 36256 GUANAJUATO,,"S,M,T,W,F",,,,2024-10-23 23:04:18,true,,,,21.01528833,-101.2526,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1142364
,,,,,0610124794,,GUILLERMINA CAMARILLO SILVA,MIGUEL HIDALGO 54 36270 SILAO,,"S,M,T,R,S",,,,2022-05-19 21:20:58,true,,,,20.99012161,-101.4858872,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1142368
,,,,,0620203071,,KARINA CABRERA RIVAS,CALLE ESQ. RIO TURBIO 14 36110 SILAO DE LA VICTORIA,,"S,M,T,R,F,S",,,,2022-05-19 21:20:54,true,,,,20.95841076,-101.4333554,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1142374
,,,,,0620221899,,BLANCA FLOR CORRALES GUTIERREZ,CALLE LOS CORRALES 13 36800 IRAPUATO,,"S,M,T,W,F,S",,,,2022-05-19 21:20:57,true,,,,20.80896984,-101.3963864,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1142402
,,,,,0620041593,,GUSTAVO ARIAS LOPEZ,HIDALGO 35 47563 OJUELOS,,"S,T,R,S",,,,2025-05-09 00:57:16,true,,,,21.70053162,-101.6179704,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1142409
,,,,,0620095385,,,,,0,,,,2023-01-11 11:01:57,false,,,,,,Distribuidora Silao,,0.049,,,,,,,false,Default,,,gmresequence,1142455
MANUAL,,,,,0610108039,,ANTONIO LUCIO RODRIGUEZ,TAMAULIPAS 5 37616 SAN FELIPE,,"S,M,T,W,F,S",,,2024-04-15 14:35:08,2024-04-15 14:35:08,true,,,,21.54748101096927,-101.06469154357912,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,MX03603402,1142522
,,,,,0610098033,,RAQUEL BARAJAS GARCÍA,NAVARRO 8 36210 ROMITA,,"S,T,R,S",,,,2022-05-19 21:20:55,true,,,,20.83404158,-101.6156057,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1142526
,,,,,0620185961,,LUCIA,CALLE PRESA LA TRINIDAD 12 36100 SILAO DE LA VICTORIA,,"S,M,T,W,R,F",,,,2022-05-19 21:20:56,true,,,,20.83763588,-101.4098071,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1142532
,,,,,0600501911,,MARIA ALMAGUER RAMIREZ,SAN MARCOS-POBLADO S/N 36000 GUANAJUATO,,"S,M,W,R,F,S",,,,2024-10-15 00:22:06,true,,,,20.93755651,-101.3451984,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1142536
,,,,,0620073668,,ELVIA SORIANO GARCIA,CALLE MINERAL DE LA LUZ S/N 36240 GUANAJUATO,,"S,M,W,R,F,S",,,,2022-05-19 21:20:55,true,,,,21.06556128,-101.3392246,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1142543
,,,,,0620214006,,VERONICA HERNANDEZ IBARRA,"CALLE AURORA 42, A 36100 SILAO DE LA VICTORIA",,"S,T,R,F,S",,,,2022-05-19 21:20:55,true,,,,20.94511464,-101.4240529,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1142567
,,,,,0610149995,,GONZALO VALLEJO SANCHEZ,CALLE DE LA GUALDRA 11 36000 Guanajuato,,"S,T,R,S",,,,2023-01-08 21:06:03,true,,,,21.02349426,-101.2559967,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmresequence,1142568
,,,,,0620198998,,BENITO RODRIGUEZ,"CALLE C VICENTE GUERRERO SN, S 36210 ROMITA",,"S,T,R,S",,,,2022-05-19 21:21:00,true,,,,20.81857984,-101.4909057,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1142597
,,,,,0620208827,,PABLO SERGIO SUSTAITA PEREZ,CALLE LUCERO 10 . 36100 SILAO DE LA VICTORIA,,"S,T,W,R,F,S",,,,2024-10-13 23:11:10,true,,,,20.94546398,-101.4247361,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1142598
,,,,,0610172013,,VERONICA TORRES RODRIGUEZ,LOS RODRIGUEZ S/N 36270 SILAO,,"S,T,R,F,S",,,,2024-09-17 23:55:17,true,,,,20.93710106,-101.3642728,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1142600
,,,,,0620038780,,MANUEL ALVARADO CANCHOLA,CALLE BLVD FIPASI 2 36100 SILAO DE LA VICTORIA,,"S,M,W,R,F",,,,2024-10-25 23:52:52,true,,,,20.90509348,-101.3833036,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1142610
,,,,,0620191953,,MA CLOTILDE,AUTOPISTA SUPER CARR GTO SI KM 36250 GUANAJUATO,,"S,M,T,W,R,S",,,,2022-05-19 21:20:56,true,,,,20.98371067,-101.2893239,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1142631
,,,,,0610093454,,JORGE MARTIN MIRANDA SOTO,LEON 1 1 36119 SILAO,,"S,T,R,S",,,,2022-05-04 00:12:40,true,,,,20.95280536,-101.4025194,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1142632
,,,,,0600600013,,DAVID MENDOZA GARCIA,NAPOLES S/N 36200 ROMITA,,"S,M,W,F",,,,2022-05-19 21:20:03,true,,,,20.88329,-101.5150236,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1135193
,,,,,0620166778,,MA DE LA LUZ DIAZ CONTRERAS,CALLE INDEPENDENCIA 208 37630 OCAMPO,,"S,M,T,R,F,S",,,,2022-05-19 21:20:02,true,,,,21.64719734,-101.479723,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1135199
,,,,,0620221066,,MARIA CANDELARIA,ANDADOR ANDADOR PAPALOAPAN 2 36126 SILAO DE LA VICTORIA,,"S,M,W,F",,,,2022-05-19 21:20:03,true,,,,20.948845,-101.4410883,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1135205
,,,,,0620215285,,ERIKA SARAHI,CALLE LLANOS DE SANTA ANA S.N 36350 SAN FRANCISCO DEL RINCÓN,,"S,M,W,F,S",,,,2025-02-11 05:54:01,true,,,,21.05668736,-101.2730284,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1135242
,,,,,0600600201,,APOLINAR RAMIREZ LONA,CARRANZA 33 36200 ROMITA,,"S,T,R,S",,,,2022-05-19 21:20:01,true,,,,20.86812774,-101.5191688,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1135245
,,,,,0600400490,,EL POLLO NON,TEPETAPA 9 36000 GUANAJUATO,,"S,M,W,F",,,,2025-02-26 23:05:59,true,,,,21.01974205,-101.2614662,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1135270
,,,,,0620197329,,SERAFINA DIAZ LOZANO,CALLE SALIDA PRESA PURISIMA 1 36266 GUANAJUATO,,"S,M,T,W,F",,,,2024-10-19 01:36:25,true,,,,20.88026421,-101.3060501,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1135293
,,,,,0620145049,,JOSE GUADALUPE VARGAS RIVERA,MATAMOROS 7 36100 IRAPUATO,,"S,M,W,F",,,,2022-05-19 21:20:03,true,,,,20.82268199,-101.3703829,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1135294
,,,,,0620207914,,GERMAN,CALLE 16 DE SEPTIEMBRE 7 36266 GUANAJUATO,,,,,,2022-05-19 21:20:04,true,,,,20.85514341,-101.3124686,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1135301
,,,,,0620190501,,MA ALEJANDRA VARGAS,CALLE LIBRAMIENTO . 36200 ROMITA,,"S,M,W,R,F",,,,2022-05-19 21:20:02,true,,,,20.88685916,-101.5173786,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1135303
,,,,,0620218210,,BEATRIZ GONZALEZ YEBRA,CALLE CJON TENERIA 37 36250 GUANAJUATO,,"S,M,W,R,F,S",,,,2024-10-13 23:10:57,true,,,,20.99796592,-101.2886746,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1135312
,,,,,0610122439,,MARGARITA ORTEGA DELGADO,ENTRADA AL FIPASI 5 36294 SILAO,,"S,M,W,F",,,,2024-10-23 23:04:11,true,,,,20.90504557,-101.3835736,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1135372
MANUAL,,,,,0620189582,,ADRIANA RODRIGUEZ MENDEZ,CALLE CALLEJON DE LOS FRESNOS 36090 GUANAJUATO,,"S,T,R,F,S",,,,2022-05-19 21:20:04,true,,,,21.01117476144576,-101.24597668647766,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1135386
,,,,,0620132293,,JOSE ALEJANDRO RANGEL YEBRA,CALLE CUMBRES S/N 36050 GUANAJUATO,,"S,M,T,R,F,S",,,,2025-04-29 23:59:05,true,,,,21.10154861,-101.2433143,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1135391
,,,,,0600600458,,J GUADALUPE ROJAS MARTINEZ,CALLE INSURGENTES 12 36215 ROMITA,,"S,M,T,W,F,S",,,,2022-05-19 21:20:03,true,,,,20.81518521,-101.5745167,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1135462
,,,,,0610161656,,LILIANA MATA RODRÍGUEZ,CALLE AGUSTIN DE ITURBIDE 104 37604 SAN FELIPE,,"S,M,W,R,S",,,,2022-05-19 21:20:05,true,,,,21.3192489,-101.1061573,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1135477
